app,keyCount,mouseCount,freq,year,month,day,hour
explorer,0,12,1.2666666666666666,2024,10,02,23
explorer,0,23,0.6666666666666666,2024,10,03,08
explorer,0,17,1.2833333333333332,2024,10,03,09
explorer,0,3,0.5333333333333333,2024,10,03,10
explorer,0,5,0.8333333333333333,2024,10,03,17
explorer,0,20,1.85,2024,10,03,18
explorer,0,15,2.3666666666666667,2024,10,03,19
explorer,0,14,1.511111111111111,2024,10,03,20
explorer,0,11,1.2833333333333332,2024,10,03,21
explorer,0,4,0.9261904761904762,2024,10,03,22
explorer,0,1,0.25,2024,10,03,23
cloudmusic,0,1,0.1666666666666666,2024,10,03,08
cloudmusic,0,1,0.2,2024,10,03,10
cloudmusic,0,1,0.25,2024,10,03,17
cloudmusic,0,1,0.25,2024,10,03,18
cloudmusic,0,2,0.1111111111111111,2024,10,03,20
MuMuPlayer,0,821,20.599999999999994,2024,10,02,23
MuMuPlayer,0,63,0.6666666666666666,2024,10,03,08
MuMuPlayer,0,966,21.566666666666663,2024,10,03,09
MuMuPlayer,0,714,19.45,2024,10,03,10
